product_id,image_reference,product_name,description,image_path,category,image_sha256,product_text,split_group,split
product_029678,19926.jpg,Reid & Taylor Men Formal Black Tie+Cufflink+Pocket square - Combo Pack,"For any special occasion, this accessory set comprising a silky microfibre tie, matching cuff-links and a silk handkerchief makes a perfect gift for the man of style and is every debonair charmer's dream.   Tie Length : 150 cm Made of 100% microfibre Has a black diagonal zigzag pattern One loop on the inner of the broad tongue to hold the narrow tongue in place  Cuff-links Width : 1 cm Matching round cuff-links made of steel Hinged back to hold the cuff link in place  Handkerchief  Square handkerchief with a 30 cm width Made of microfibre with a matching pattern  Tie and handkerchief care  Dry clean only",D:\project\data\data\19926.jpg,Accessory Gift Set,1ea8f7cb8f6521e1ef9f3a744294cc1f5f6e19e45624b7d1cf05cb5d599e99eb,"Product: Reid & Taylor Men Formal Black Tie+Cufflink+Pocket square - Combo Pack. Category: Accessory Gift Set. Description: For any special occasion, this accessory set comprising a silky microfibre tie, matching cuff-links and a silk handkerchief makes a perfect gift for the man of style and is every debonair charmer's dream.   Tie Length : 150 cm Made of 100% microfibre Has a black diagonal zigzag pattern One loop on the inner of the broad tongue to hold the narrow tongue in place  Cuff-links Width : 1 cm Matching round cuff-links made of steel Hinged back to hold the cuff link in place  Handkerchief  Square handkerchief with a 30 cm width Made of microfibre with a matching pattern  Tie and handkerchief care  Dry clean only",10,train
product_029795,25055.jpg,Lino Perros Men Formal Brown Accessory Gift Set,"Specially woven on a Jacquard loom for vintage sophistication, this tie and pocket square set with cufflinks from Linos Perros is a great gift option or a delicious self-indulgence. The cosomopolitan man's formal wardrobe is not complete without colour options in ties, cufflinks and pocket kerchiefs.  Tie Length : 150 cm Made of silky loom-woven fabric Brown and blue check pattern Loop on the tie inner to keep the tongue in place  Cufflinks Width : 1 cm Stone encrusted square cufflinks Hinged back to hold the cuff link in place  Handkerchief Square handkerchief with a 30 cm width Made of loom-woven fabric with a matching pattern  Accessory Set care Dry clean only",D:\project\data\data\25055.jpg,Accessory Gift Set,aaad544672d9a7863f2642d0278fcb0a4b80759928b64fb7c41ef710fa111af3,"Product: Lino Perros Men Formal Brown Accessory Gift Set. Category: Accessory Gift Set. Description: Specially woven on a Jacquard loom for vintage sophistication, this tie and pocket square set with cufflinks from Linos Perros is a great gift option or a delicious self-indulgence. The cosomopolitan man's formal wardrobe is not complete without colour options in ties, cufflinks and pocket kerchiefs.  Tie Length : 150 cm Made of silky loom-woven fabric Brown and blue check pattern Loop on the tie inner to keep the tongue in place  Cufflinks Width : 1 cm Stone encrusted square cufflinks Hinged back to hold the cuff link in place  Handkerchief Square handkerchief with a 30 cm width Made of loom-woven fabric with a matching pattern  Accessory Set care Dry clean only",11,train
product_003635,52508.jpg,Red Rose Red Nightdress,"Red semi sheer nightdress, has a V-neckline, is sleeveless, ruffles on the front and is open at the front Comes with a red bikini brief",D:\project\data\data\52508.jpg,Baby Dolls,89fecaf6a0cf4dc3dc094b23d2934cd701b7b07f25f7df9f143a210316c30cb4,"Product: Red Rose Red Nightdress. Category: Baby Dolls. Description: Red semi sheer nightdress, has a V-neckline, is sleeveless, ruffles on the front and is open at the front Comes with a red bikini brief",12,train
product_014402,51045.jpg,Enamor Women Cream and Pink Baby Doll Nightdress,"Style Note enamor is a brand that has become synonymous with femininity, style and luxury. Give your lingerie closet a sensual twist with this lacy set from the brand. Its blended composition ensures a snug and comfortable Fit even as it adds a subtle oomph. Product Details Baby doll style lingerie set with a cream slim flutter sleeve, pink polka dotted bust with a cream net rosette, cream netting below the bust, open at the placket region Peachy pink dotted briefs with a low rise, high leg, a bow at the elasticated waist and white paneling at the sides Material and Care Shell: 80% nylon, 20% lycra Trims: 86% polyester, 14% spandex Hand wash warm Drip dry in shade",D:\project\data\data\51045.jpg,Baby Dolls,da720a96a10ed25c85fa495a4940d98c4c1900f55accfa6207b8a973285e8700,"Product: Enamor Women Cream and Pink Baby Doll Nightdress. Category: Baby Dolls. Description: Style Note enamor is a brand that has become synonymous with femininity, style and luxury. Give your lingerie closet a sensual twist with this lacy set from the brand. Its blended composition ensures a snug and comfortable Fit even as it adds a subtle oomph. Product Details Baby doll style lingerie set with a cream slim flutter sleeve, pink polka dotted bust with a cream net rosette, cream netting below the bust, open at the placket region Peachy pink dotted briefs with a low rise, high leg, a bow at the elasticated waist and white paneling at the sides Material and Care Shell: 80% nylon, 20% lycra Trims: 86% polyester, 14% spandex Hand wash warm Drip dry in shade",13,train
product_021194,37685.jpg,American Tourister Unisex Black Backpack,"Made of polyester for durability One main zipped compartment, with a laptop compartment to carry a 15.4"" laptop with a velcro closure and a smaller zipped compartment on the front One earphones gate on the left side One zipped compartment on the front with organiser pouches and a zipped pouch to carry your laptop cable One elasticated pocket on the left side and a zipped pocket on the right side for enhanced space Padded haul loop for easy carrying Two adjustable shoulder straps made of polyester and mesh panels at the back for breathable comfort One rain cover at the bottom of the backpack in the zipped compartment Branded zips and branding appliqu??????????????????????      d on the front Back padding for ergonomic comfort and rubber legs at the base",D:\project\data\data\37685.jpg,Backpacks,8f872b9032d28bae5e86a35e35031df4d5900d0026986432885e283962b48c14,"Product: American Tourister Unisex Black Backpack. Category: Backpacks. Description: Made of polyester for durability One main zipped compartment, with a laptop compartment to carry a 15.4"" laptop with a velcro closure and a smaller zipped compartment on the front One earphones gate on the left side One zipped compartment on the front with organiser pouches and a zipped pouch to carry your laptop cable One elasticated pocket on the left side and a zipped pocket on the right side for enhanced space Padded haul loop for easy carrying Two adjustable shoulder straps made of polyester and mesh panels at the back for breathable comfort One rain cover at the bottom of the backpack in the zipped compartment Branded zips and branding appliqu??????????????????????      d on the front Back padding for ergonomic comfort and rubber legs at the base",14,train
product_032754,15274.jpg,Nike Men Max Air Black Backpacks,"Talk about style and space rolled into one, and there's no better backpack you can find than this Max Air one from nike. Neatly designed with lots of organizer space and a comfortable laptop sleeve, this makes for a great everyday bag to work. Height : 19"" Width : 12.5"" Depth : 11"" Capacity : 39 litres Body made of 87% polyester and 13% nylon, with an inner lining made of 92% nylon and 8% polyester Branded zippers and sliders for easy use and longer life of the bag One main copiously spaced zippered compartment with a well padded laptop sleeve and separator One front zippered compartment with another zippered compartment over it that has a media pocket and organizer space One vertically zippered compartment on the front Meshed organizer pouches on the sides to hold a sipper Synthetic haul loop for handling ease Buckle straps on the sides Tarpaulin bottom for waterproofing Adjustable, wide and padded compression straps with a padded back for carrying ease nike swoosh printed on the front Care Wipe with a damp cloth when necessary Hand wash only Line dry",D:\project\data\data\15274.jpg,Backpacks,7d6a1fc4035671a1270a87b805993f5036f9862d888e4f462513353ef5291502,"Product: Nike Men Max Air Black Backpacks. Category: Backpacks. Description: Talk about style and space rolled into one, and there's no better backpack you can find than this Max Air one from nike. Neatly designed with lots of organizer space and a comfortable laptop sleeve, this makes for a great everyday bag to work. Height : 19"" Width : 12.5"" Depth : 11"" Capacity : 39 litres Body made of 87% polyester and 13% nylon, with an inner lining made of 92% nylon and 8% polyester Branded zippers and sliders for easy use and longer life of the bag One main copiously spaced zippered compartment with a well padded laptop sleeve and separator One front zippered compartment with another zippered compartment over it that has a media pocket and organizer space One vertically zippered compartment on the front Meshed organizer pouches on the sides to hold a sipper Synthetic haul loop for handling ease Buckle straps on the sides Tarpaulin bottom for waterproofing Adjustable, wide and padded compression straps with a padded back for carrying ease nike swoosh printed on the front Care Wipe with a damp cloth when necessary Hand wash only Line dry",15,train
product_034407,58145.jpg,Puma Unisex Black Backpack,Black backpack with one main zipped compartment that has a padded laptop holder and a Velcro closure One zipped compartment in the front with two slots One haul loop for carrying ease Two adjustable and padded shoulder straps for enhanced comfort Branding embroidered on the front,D:\project\data\data\58145.jpg,Backpacks,9f2a8b7510a41cc94a46d2257f54fdf8c1792c0794fe45f1ecef5bbbc419e057,Product: Puma Unisex Black Backpack. Category: Backpacks. Description: Black backpack with one main zipped compartment that has a padded laptop holder and a Velcro closure One zipped compartment in the front with two slots One haul loop for carrying ease Two adjustable and padded shoulder straps for enhanced comfort Branding embroidered on the front,16,validation
product_002112,22654.jpg,Wildcraft Unisex Black Backpack,"Black backpack One padded haul loop, padded adjustable shoulder straps Two main zip compartments, one has a padded laptop sleeve with Velcro closure, the other has a slip pocket One external zip pocket One mesh pocket on the side and one open pocket on the other side Padded back Please note that the thread colour in the brand logo may vary from the image shown Note: The inner lining material/colour may vary from what is shown in the image Warranty: 6 months against manufacturing defects",D:\project\data\data\22654.jpg,Backpacks,57c82ee7230c07a892898daff28d9a723413761878e085eb9cd1316fc2067636,"Product: Wildcraft Unisex Black Backpack. Category: Backpacks. Description: Black backpack One padded haul loop, padded adjustable shoulder straps Two main zip compartments, one has a padded laptop sleeve with Velcro closure, the other has a slip pocket One external zip pocket One mesh pocket on the side and one open pocket on the other side Padded back Please note that the thread colour in the brand logo may vary from the image shown Note: The inner lining material/colour may vary from what is shown in the image Warranty: 6 months against manufacturing defects",17,train
product_023985,53361.jpg,Puma Women Pink & Grey Backpack,"Pink and grey backpack that has one main two way zipped compartment with an inner patch pocket One smaller zipped compartment on the front with organiser sleeves One haul loop for carrying ease Two adjustable, padded shoulder straps for handling ease Branding embroidered on the front",D:\project\data\data\53361.jpg,Backpacks,b314b2796dfed0032867b9a342922ca885743fcc88f671ef42356f58bc24c470,"Product: Puma Women Pink & Grey Backpack. Category: Backpacks. Description: Pink and grey backpack that has one main two way zipped compartment with an inner patch pocket One smaller zipped compartment on the front with organiser sleeves One haul loop for carrying ease Two adjustable, padded shoulder straps for handling ease Branding embroidered on the front",18,test
product_044332,9494.jpg,Puma Unisex Blaze Black Backpacks,"Get Ready To Rock Steady! That's the motto of this great Blaze backpack from puma. Spaciously designed, it's a great bag to own.   Length : 33 cm  Simple design with plenty of room Made of polyester with an EDF backing for easy cleaning and durability Features a two-way zip opening for the main compartment with metal zip pullers Exterior padded laptop compartment Adjustable and padded shoulder straps with nylon webbing and reflective puma logo Front lined zip pocket for mP3 player or cell phone Two front hook and loop straps to store extra gear Two side net pockets to hold water bottles   Care  only hand wash Clean with a damp cloth when necessary Do not bleach, tumble dry or wring Line dry Do not iron",D:\project\data\data\9494.jpg,Backpacks,e48259b5e51ccd38e4ae245e79faf9deb40d4ce71117a66bf8f5181e959eb7ea,"Product: Puma Unisex Blaze Black Backpacks. Category: Backpacks. Description: Get Ready To Rock Steady! That's the motto of this great Blaze backpack from puma. Spaciously designed, it's a great bag to own.   Length : 33 cm  Simple design with plenty of room Made of polyester with an EDF backing for easy cleaning and durability Features a two-way zip opening for the main compartment with metal zip pullers Exterior padded laptop compartment Adjustable and padded shoulder straps with nylon webbing and reflective puma logo Front lined zip pocket for mP3 player or cell phone Two front hook and loop straps to store extra gear Two side net pockets to hold water bottles   Care  only hand wash Clean with a damp cloth when necessary Do not bleach, tumble dry or wring Line dry Do not iron",19,train
product_004486,7121.jpg,Wildcraft Unisex Black & Grey Solstice Backpack,"Black and greynbsp;backpack One haul loop, two padded and adjustable shoulder straps Two main zip compartments, one has an innernbsp;organiser sleevenbsp; An external zipnbsp;pocket on thenbsp;front A mesh stash pocket on either side Padded meshnbsp;back Warranty: 18 months Warranty against manufacturing defects Warranty provided by Brand Owner / Manufacturer",D:\project\data\data\7121.jpg,Backpacks,c552330af02ce41b625e031eefb886113d9992f9ea81927f7c866d2a859e93d1,"Product: Wildcraft Unisex Black & Grey Solstice Backpack. Category: Backpacks. Description: Black and greynbsp;backpack One haul loop, two padded and adjustable shoulder straps Two main zip compartments, one has an innernbsp;organiser sleevenbsp; An external zipnbsp;pocket on thenbsp;front A mesh stash pocket on either side Padded meshnbsp;back Warranty: 18 months Warranty against manufacturing defects Warranty provided by Brand Owner / Manufacturer",20,train
product_007006,39511.jpg,Peter England Unisex Orange Backpack,"Orange laptop backpack Has a front zipped pouch One main zipped compartment with a padded laptop holder with a velcro closure Organizer slots and a concealed zipped pocket in the other side of the main zipped compartment Adjustable, padded shoulder straps Has a padded mesh back Warranty: 6 months",D:\project\data\data\39511.jpg,Backpacks,999f8b9b007ddad35d089f9ff89a3ab50498601eef82cf594335790551e8a687,"Product: Peter England Unisex Orange Backpack. Category: Backpacks. Description: Orange laptop backpack Has a front zipped pouch One main zipped compartment with a padded laptop holder with a velcro closure Organizer slots and a concealed zipped pocket in the other side of the main zipped compartment Adjustable, padded shoulder straps Has a padded mesh back Warranty: 6 months",21,train
product_016568,4585.jpg,Wildcraft Unisex Black Solid Backpack,"Black solid backpack Non-padded haul loop, ergonomic shoulder straps 1 main compartment with zip closure Padded back Padded shoulder strap: Padded Water-resistance: No Warranty: 18 months Disclaimer: Please note that the thread colour in the brand logo may vary from the image shown? Warranty provided by Brand Owner / Manufacturer",D:\project\data\data\4585.jpg,Backpacks,ab086cc66afeb15c31ace5c737ce0cc329df2cd2c514173d093759024a8544ab,"Product: Wildcraft Unisex Black Solid Backpack. Category: Backpacks. Description: Black solid backpack Non-padded haul loop, ergonomic shoulder straps 1 main compartment with zip closure Padded back Padded shoulder strap: Padded Water-resistance: No Warranty: 18 months Disclaimer: Please note that the thread colour in the brand logo may vary from the image shown? Warranty provided by Brand Owner / Manufacturer",22,test
product_030514,8219.jpg,Fastrack Unisex Navy Red Single Strap Backpack,"Fun, style and comfort are the highlights of this red and navy backpack from fastrack. Carry it to college or on a casual day out with friends. A good looking bag with lots of space, it is sure to accomodate everything you think of, while you strut around looking super funky! Made of nylon for enhanced durability One large roomy main compartment with two smaller zippered pockets for stowing away essentials Mesh panels on the front for added attraction Small pouch on the front with a mesh outer Single adjustable strap that goes across the chest Padded strap with mesh on the inner side for better breathability and comfort Pouch with a velcro closure attached to the strap to hold a mobile phone Brand tab appliqued to mobile pouch and on the side Waist clasp to hold the bag in place Haul loop for handling ease Branded zippers and sliders for easy use Nylon bonded thread for long life Care Do not machine wash Rub surface with dry clean cloth to remove dust and dirt",D:\project\data\data\8219.jpg,Backpacks,52c85c4c161f02ee419d39a0bc8ddf25fcf4149603233520737cc4f94d034ff4,"Product: Fastrack Unisex Navy Red Single Strap Backpack. Category: Backpacks. Description: Fun, style and comfort are the highlights of this red and navy backpack from fastrack. Carry it to college or on a casual day out with friends. A good looking bag with lots of space, it is sure to accomodate everything you think of, while you strut around looking super funky! Made of nylon for enhanced durability One large roomy main compartment with two smaller zippered pockets for stowing away essentials Mesh panels on the front for added attraction Small pouch on the front with a mesh outer Single adjustable strap that goes across the chest Padded strap with mesh on the inner side for better breathability and comfort Pouch with a velcro closure attached to the strap to hold a mobile phone Brand tab appliqued to mobile pouch and on the side Waist clasp to hold the bag in place Haul loop for handling ease Branded zippers and sliders for easy use Nylon bonded thread for long life Care Do not machine wash Rub surface with dry clean cloth to remove dust and dirt",23,train
product_023237,10775.jpg,Wildcraft Unisex Olive Green Backpack,"Olive green backpack One padded haul loop on the top, two padded and adjustable shoulder straps Two main zip compartments with an adjustable click clasp closures on either side Two external zip pockets and a mesh slip pocket on the front A mesh stash pocket on one side Padded back Please note that the thread colour in the brand logo may vary from the image shown Note: The inner lining material/colour may vary from what is shown in the image Warranty: 6 months against manufacturing defects",D:\project\data\data\10775.jpg,Backpacks,4edc9d5440e68bc89bb9183bd9191a30c18c24724bfa8b3c8162a11e85a8d508,"Product: Wildcraft Unisex Olive Green Backpack. Category: Backpacks. Description: Olive green backpack One padded haul loop on the top, two padded and adjustable shoulder straps Two main zip compartments with an adjustable click clasp closures on either side Two external zip pockets and a mesh slip pocket on the front A mesh stash pocket on one side Padded back Please note that the thread colour in the brand logo may vary from the image shown Note: The inner lining material/colour may vary from what is shown in the image Warranty: 6 months against manufacturing defects",24,train
